
PHP CODE SNIFFER REPORT SUMMARY
--------------------------------------------------------------------------------------------
FILE                                                                        ERRORS  WARNINGS
/var/www/html/app/Services/PasswordPolicyService.php                        8       0
/var/www/html/app/Services/PasswordResetService.php                         10      1
/var/www/html/app/Services/PerformanceAnalysisService.php                   2       0
/var/www/html/app/Services/PerformanceMonitoringService.php                 0       5
/var/www/html/app/Services/PointsService.php                                0       1
/var/www/html/app/Services/PriceSearchService.php                           2       0
/var/www/html/app/Services/ProductService.php                               8       0
/var/www/html/app/Services/QualityAnalysisService.php                       2       1
/var/www/html/app/Services/ReportService.php                                0       2
/var/www/html/app/Services/RouteConfigurationService.php                    2       3
/var/www/html/app/Services/SecurityAnalysisService.php                      2       0
/var/www/html/app/Services/SEOService.php                                   1       0
/var/www/html/app/Services/StorageManagementService.php                     0       4
/var/www/html/app/Services/SuspiciousActivityService.php                    0       3
/var/www/html/app/Services/TestAnalysisService.php                          2       0
/var/www/html/app/Services/WebhookService.php                               3       1
/var/www/html/app/Services/AI/ContinuousQualityMonitor.php                  6       1
/var/www/html/app/Services/AI/StrictQualityAgent.php                        18      4
/var/www/html/app/Services/StoreAdapters/AbstractStoreAdapter.php           4       0
/var/www/html/app/Services/StoreAdapters/AmazonAdapter.php                  4       1
/var/www/html/app/Services/StoreAdapters/EbayAdapter.php                    0       1
/var/www/html/app/View/Composers/AppComposer.php                            1       1
/var/www/html/bootstrap/app.php                                             1       0
/var/www/html/config/broadcasting.php                                       4       0
/var/www/html/config/cache.php                                              2       0
/var/www/html/config/database.php                                           2       1
/var/www/html/config/filesystems.php                                        2       0
/var/www/html/config/l5-swagger.php                                         0       6
/var/www/html/config/logging.php                                            6       0
/var/www/html/config/security.php                                           0       1
/var/www/html/config/session.php                                            2       0
/var/www/html/config/telescope.php                                          0       1
/var/www/html/database/factories/BrandFactory.php                           3       1
/var/www/html/database/factories/CategoryFactory.php                        3       1
/var/www/html/database/factories/CurrencyFactory.php                        1       1
/var/www/html/database/factories/LanguageFactory.php                        5       4
/var/www/html/database/factories/PriceAlertFactory.php                      1       1
/var/www/html/database/factories/PriceOfferFactory.php                      11      1
/var/www/html/database/factories/ReviewFactory.php                          1       1
/var/www/html/database/factories/StoreFactory.php                           3       2
/var/www/html/database/factories/WebhookFactory.php                         2       1
/var/www/html/database/factories/WishlistFactory.php                        1       1
/var/www/html/database/seeders/BrandSeeder.php                              1       0
/var/www/html/database/seeders/CategorySeeder.php                           1       0
/var/www/html/database/seeders/ExchangeRateSeeder.php                       1       0
/var/www/html/database/seeders/LanguagesAndCurrenciesSeeder.php             1       0
/var/www/html/database/seeders/PriceOfferSeeder.php                         1       0
/var/www/html/database/seeders/ProductSeeder.php                            1       0
/var/www/html/database/seeders/StoreSeeder.php                              1       0
/var/www/html/public/index.php                                              6       1
/var/www/html/resources/lang/ar/passwords.php                               0       1
/var/www/html/routes/api.php                                                0       4
/var/www/html/routes/channels.php                                           0       1
/var/www/html/routes/web.php                                                0       8
/var/www/html/scripts/deploy-to-hostinger.php                               40      2
/var/www/html/scripts/generate-pwa-icons.php                                6       0
/var/www/html/tests/bootstrap.php                                           2       0
/var/www/html/tests/CreatesApplication.php                                  2       0
/var/www/html/tests/DatabaseSetup.php                                       2       3
/var/www/html/tests/DuskTestCase.php                                        1       0
/var/www/html/tests/ErrorHandlerManagerTest.php                             4       0
/var/www/html/tests/SafeLaravelTest.php                                     1       0
/var/www/html/tests/SafeTestBase.php                                        3       0
/var/www/html/tests/AI/AIAccuracyTest.php                                   9       8
/var/www/html/tests/AI/AIBaseTestCase.php                                   1       0
/var/www/html/tests/AI/AIErrorHandlingTest.php                              6       0
/var/www/html/tests/AI/AILearningTest.php                                   13      0
/var/www/html/tests/AI/AIModelPerformanceTest.php                           9       0
/var/www/html/tests/AI/AIModelTest.php                                      10      0
/var/www/html/tests/AI/AIResponseTimeTest.php                               16      0
/var/www/html/tests/AI/ContinuousQualityMonitorTest.php                     11      0
/var/www/html/tests/AI/ImageProcessingTest.php                              8       0
/var/www/html/tests/AI/ProductClassificationTest.php                        8       0
/var/www/html/tests/AI/RecommendationSystemTest.php                         8       0
/var/www/html/tests/AI/StrictQualityAgentTest.php                           10      0
/var/www/html/tests/AI/TextProcessingTest.php                               8       0
/var/www/html/tests/Architecture/ArchTest.php                               5       0
/var/www/html/tests/Benchmarks/PerformanceBenchmark.php                     5       0
/var/www/html/tests/Browser/E2ETest.php                                     5       0
/var/www/html/tests/Browser/ExampleTest.php                                 1       0
/var/www/html/tests/Browser/Pages/HomePage.php                              3       0
/var/www/html/tests/Browser/Pages/Page.php                                  3       0
/var/www/html/tests/Integration/AdvancedIntegrationTest.php                 3       0
/var/www/html/tests/Integration/CompleteWorkflowTest.php                    3       0
/var/www/html/tests/Integration/IntegrationTest.php                         3       0
/var/www/html/tests/Performance/AdvancedPerformanceTest.php                 3       0
/var/www/html/tests/Performance/ApiResponseTimeTest.php                     3       0
/var/www/html/tests/Performance/CachePerformanceTest.php                    3       0
/var/www/html/tests/Performance/DatabasePerformanceTest.php                 3       0
/var/www/html/tests/Performance/LoadTestingTest.php                         3       0
/var/www/html/tests/Performance/LoadTimeTest.php                            3       0
/var/www/html/tests/Performance/MemoryUsageTest.php                         3       0
/var/www/html/tests/Performance/PerformanceBenchmarkTest.php                3       0
/var/www/html/tests/Security/AuthenticationSecurityTest.php                 3       0
/var/www/html/tests/Security/CSRFTest.php                                   6       1
/var/www/html/tests/Security/DataEncryptionTest.php                         3       0
/var/www/html/tests/Security/PermissionSecurityTest.php                     3       0
/var/www/html/tests/Security/SecurityAudit.php                              3       0
/var/www/html/tests/Security/SQLInjectionTest.php                           6       0
/var/www/html/tests/Security/XSSTest.php                                    11      0
/var/www/html/tests/TestUtilities/AdvancedTestHelper.php                    2       2
/var/www/html/tests/TestUtilities/ComprehensiveTestCommand.php              32      1
/var/www/html/tests/TestUtilities/ComprehensiveTestRunner.php               5       0
/var/www/html/tests/TestUtilities/IntegrationTestSuite.php                  25      0
/var/www/html/tests/TestUtilities/PerformanceTestSuite.php                  14      6
/var/www/html/tests/TestUtilities/QualityAssurance.php                      6       4
/var/www/html/tests/TestUtilities/SecurityTestSuite.php                     11      1
/var/www/html/tests/TestUtilities/ServiceTestFactory.php                    28      2
/var/www/html/tests/TestUtilities/TestReportGenerator.php                   127     2
/var/www/html/tests/TestUtilities/TestReportProcessor.php                   0       5
/var/www/html/tests/TestUtilities/TestRunner.php                            15      1
/var/www/html/tests/TestUtilities/TestSuiteValidator.php                    18      10
--------------------------------------------------------------------------------------------
A TOTAL OF 1500 ERRORS AND 179 WARNINGS WERE FOUND IN 440 FILES
--------------------------------------------------------------------------------------------
PHPCBF CAN FIX 1295 OF THESE SNIFF VIOLATIONS AUTOMATICALLY
--------------------------------------------------------------------------------------------


